1 second data,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11
291.00,32.30,33.10,21.30,21.30,18.70,19.20,19.50,19.40,18.60,18.70,19.20
292.00,32.60,33.40,21.30,21.20,18.70,19.30,19.50,19.40,18.70,18.70,19.30
293.00,32.70,33.60,21.30,21.20,18.70,19.30,19.50,19.30,18.70,18.70,19.30
294.00,32.90,33.80,21.20,21.20,18.70,19.40,19.50,19.20,18.70,18.80,19.30
295.00,33.10,34.00,21.20,21.20,18.80,19.50,19.50,19.20,18.70,18.80,19.30
296.00,33.20,34.20,21.20,21.20,18.90,19.50,19.50,19.10,18.80,18.90,19.30
297.00,33.30,34.30,21.10,21.20,19.00,19.50,19.40,19.10,18.80,19.00,19.30
298.00,33.40,34.40,21.10,21.20,19.20,19.50,19.40,19.00,18.90,19.10,19.30
299.00,33.50,34.50,21.10,21.30,19.30,19.50,19.30,18.90,18.90,19.20,19.30
300.00,33.60,34.60,21.10,21.40,19.30,19.50,19.20,18.90,19.10,19.20,19.20
301.00,33.60,34.70,21.10,21.50,19.40,19.50,19.20,18.80,19.20,19.30,19.20
302.00,33.60,34.80,21.10,21.60,19.40,19.50,19.10,18.80,19.30,19.30,19.20
303.00,33.60,34.90,21.10,21.70,19.50,19.50,19.00,18.70,19.40,19.30,19.20
304.00,33.60,35.00,21.10,21.80,19.50,19.40,19.00,18.70,19.40,19.40,19.20
305.00,33.70,35.10,21.20,21.90,19.50,19.40,18.90,18.70,19.50,19.40,19.10
306.00,33.70,35.20,21.20,22.00,19.50,19.30,18.90,18.70,19.50,19.40,19.10
307.00,33.70,35.30,21.30,22.10,19.50,19.30,18.90,18.70,19.50,19.40,19.10
308.00,33.70,35.40,21.30,22.20,19.50,19.20,18.80,18.70,19.60,19.40,19.10
309.00,33.70,35.60,21.40,22.30,19.50,19.20,18.80,18.70,19.60,19.40,19.10
310.00,33.80,35.70,21.40,22.30,19.50,19.20,18.80,18.70,19.60,19.40,19.10
311.00,33.80,35.80,21.50,22.40,19.50,19.20,18.80,18.70,19.60,19.40,19.10
312.00,33.90,36.00,21.50,22.40,19.50,19.20,18.80,18.70,19.60,19.40,19.10
313.00,34.00,36.10,21.60,22.40,19.50,19.20,18.80,18.70,19.60,19.40,19.10
314.00,34.20,36.20,21.60,22.40,19.50,19.20,18.80,18.70,19.60,19.40,19.10
315.00,34.30,36.30,21.50,22.50,19.50,19.20,18.80,18.70,19.60,19.40,19.10
316.00,34.40,36.40,21.50,22.50,19.50,19.20,18.80,18.70,19.60,19.40,19.10
317.00,34.50,36.50,21.50,22.40,19.50,19.30,18.90,18.70,19.60,19.40,19.10
318.00,34.60,36.60,21.50,22.40,19.50,19.30,18.90,18.70,19.50,19.40,19.10
319.00,34.70,36.80,21.50,22.40,19.50,19.30,18.90,18.70,19.50,19.40,19.20
320.00,34.80,36.90,21.50,22.30,19.50,19.40,18.90,18.70,19.50,19.40,19.20
321.00,35.00,37.00,21.50,22.30,19.50,19.50,19.00,18.70,19.40,19.40,19.20
322.00,35.10,37.20,21.60,22.20,19.40,19.50,19.10,18.80,19.30,19.30,19.20
323.00,35.20,37.30,21.60,22.20,19.40,19.50,19.10,18.80,19.20,19.30,19.20
324.00,35.30,37.50,21.70,22.10,19.30,19.50,19.20,18.80,19.10,19.20,19.20
325.00,35.40,37.70,21.70,22.10,19.20,19.60,19.30,18.90,18.90,19.10,19.30
326.00,35.40,37.80,21.80,22.00,19.10,19.50,19.40,19.00,18.80,19.00,19.30
327.00,35.40,38.00,21.90,22.10,19.00,19.50,19.40,19.10,18.80,18.90,19.30
328.00,35.50,38.20,22.00,22.20,18.90,19.50,19.50,19.10,18.70,18.80,19.30
329.00,35.60,38.30,22.10,22.20,18.80,19.40,19.50,19.20,18.70,18.80,19.30
330.00,35.50,38.40,22.20,22.30,18.70,19.40,19.50,19.30,18.70,18.70,19.30
331.00,35.50,38.50,22.30,22.30,18.70,19.30,19.50,19.40,18.70,18.70,19.30
332.00,35.50,38.60,22.30,22.40,18.60,19.20,19.50,19.40,18.60,18.70,19.20
333.00,35.40,38.70,22.50,22.50,18.70,19.10,19.50,19.50,18.70,18.70,19.20
334.00,35.40,38.80,22.60,22.60,18.70,19.00,19.50,19.50,18.70,18.70,19.20
335.00,35.50,38.80,22.60,22.70,18.70,18.90,19.40,19.50,18.70,18.70,19.20
336.00,35.70,38.80,22.70,22.80,18.70,18.80,19.30,19.50,18.80,18.80,19.10
337.00,35.90,38.80,22.80,22.90,18.80,18.70,19.30,19.50,18.80,18.80,19.10
338.00,36.10,38.80,22.80,23.00,18.80,18.70,19.20,19.50,18.90,18.80,19.10
339.00,36.30,38.80,22.80,23.10,18.90,18.80,19.10,19.40,19.10,18.90,19.10
340.00,36.60,38.80,22.80,23.20,19.00,18.80,19.00,19.40,19.10,18.90,19.10
341.00,36.90,38.70,22.80,23.20,19.10,18.80,18.90,19.30,19.20,19.00,19.10
342.00,37.10,38.70,22.80,23.30,19.10,18.90,18.80,19.20,19.30,19.10,19.10
343.00,37.30,38.60,22.80,23.30,19.20,18.90,18.80,19.10,19.40,19.10,19.10
344.00,37.60,38.60,22.70,23.30,19.30,18.90,18.80,19.00,19.50,19.20,19.10
345.00,37.80,38.70,22.60,23.30,19.40,19.00,18.80,18.90,19.60,19.30,19.10
346.00,38.00,38.80,22.60,23.30,19.40,19.10,18.80,18.80,19.60,19.30,19.10
347.00,38.20,38.90,22.50,23.30,19.50,19.10,18.90,18.70,19.60,19.30,19.10
348.00,38.40,39.00,22.50,23.20,19.50,19.20,18.80,18.70,19.60,19.40,19.10
349.00,38.60,39.00,22.40,23.20,19.50,19.30,18.90,18.70,19.50,19.40,19.10
350.00,38.80,39.10,22.40,23.10,19.50,19.40,18.90,18.70,19.50,19.40,19.20
351.00,39.00,39.30,22.40,23.00,19.50,19.40,19.00,18.70,19.40,19.30,19.20
352.00,39.20,39.40,22.40,22.90,19.50,19.50,19.10,18.80,19.30,19.30,19.20
353.00,39.30,39.50,22.50,22.80,19.40,19.50,19.10,18.80,19.20,19.30,19.20
354.00,39.50,39.60,22.60,22.80,19.40,19.50,19.20,18.80,19.10,19.20,19.20
355.00,39.60,39.70,22.60,22.80,19.30,19.50,19.30,18.90,18.90,19.20,19.30
356.00,39.60,39.80,22.70,22.80,19.20,19.50,19.30,18.90,18.90,19.10,19.30
357.00,39.70,40.00,22.70,22.80,19.10,19.50,19.40,19.00,18.80,19.00,19.30
358.00,39.80,40.10,22.80,22.80,18.90,19.50,19.40,19.10,18.80,18.90,19.30
359.00,39.90,40.20,22.90,22.90,18.90,19.50,19.50,19.10,18.70,18.80,19.30
360.00,39.90,40.30,23.00,22.90,18.80,19.40,19.50,19.20,18.70,18.70,19.30
361.00,39.90,40.40,23.10,23.00,18.70,19.40,19.50,19.30,18.70,18.70,19.30
362.00,39.90,40.50,23.20,23.00,18.70,19.30,19.50,19.40,18.70,18.70,19.30
363.00,39.90,40.50,23.30,23.10,18.70,19.20,19.50,19.40,18.60,18.70,19.20
364.00,39.90,40.60,23.40,23.20,18.70,19.10,19.50,19.40,18.60,18.70,19.20
365.00,39.80,40.70,23.50,23.20,18.70,19.00,19.50,19.50,18.70,18.70,19.20
366.00,39.80,40.70,23.60,23.40,18.70,18.90,19.40,19.50,18.60,18.80,19.20
367.00,39.80,40.70,23.60,23.40,18.70,18.80,19.40,19.50,18.70,18.80,19.20
368.00,39.80,40.70,23.70,23.50,18.80,18.80,19.30,19.50,18.80,18.80,19.10
369.00,39.70,40.70,23.70,23.60,18.80,18.70,19.30,19.50,18.80,18.80,19.10
370.00,39.80,40.60,23.80,23.70,18.90,18.80,19.20,19.50,18.90,18.80,19.10
371.00,40.00,40.60,23.80,23.70,18.90,18.80,19.10,19.40,19.00,18.90,19.10
372.00,40.30,40.60,23.80,23.80,19.00,18.80,19.00,19.40,19.10,18.90,19.10
373.00,40.60,40.60,23.80,23.90,19.10,18.80,18.90,19.30,19.20,19.00,19.10
374.00,40.80,40.60,23.80,23.90,19.10,18.80,18.90,19.20,19.30,19.00,19.10
375.00,41.00,40.70,23.80,24.00,19.20,18.90,18.80,19.20,19.30,19.10,19.10
376.00,41.20,40.80,23.80,24.00,19.20,18.90,18.80,19.10,19.40,19.10,19.10
377.00,41.40,40.80,23.80,24.00,19.30,18.90,18.70,19.00,19.40,19.20,19.10
378.00,41.60,40.90,23.70,24.10,19.30,18.90,18.80,18.90,19.50,19.20,19.10
379.00,41.70,41.10,23.70,24.00,19.40,19.00,18.80,18.90,19.60,19.30,19.10
380.00,41.90,41.20,23.70,24.10,19.40,19.10,18.80,18.80,19.60,19.30,19.10
381.00,42.00,41.30,23.70,24.10,19.50,19.10,18.80,18.80,19.60,19.40,19.10
382.00,42.10,41.50,23.60,24.10,19.50,19.10,18.80,18.70,19.60,19.30,19.10
383.00,42.20,41.70,23.60,24.10,19.50,19.10,18.90,18.70,19.60,19.40,19.10
384.00,42.30,41.90,23.60,24.10,19.50,19.20,18.80,18.70,19.60,19.40,19.10
385.00,42.50,42.10,23.60,24.10,19.50,19.20,18.80,18.70,19.60,19.40,19.10
386.00,42.60,42.30,23.60,24.10,19.50,19.30,18.90,18.70,19.50,19.40,19.10
387.00,42.70,42.60,23.60,24.00,19.50,19.30,18.90,18.70,19.50,19.40,19.10
388.00,42.80,42.80,23.60,24.00,19.50,19.30,18.90,18.70,19.50,19.40,19.10
389.00,42.90,43.10,23.70,24.10,19.50,19.30,18.90,18.70,19.50,19.40,19.20
390.00,43.00,43.30,23.70,24.10,19.50,19.40,18.90,18.70,19.50,19.40,19.20
391.00,43.10,43.50,23.70,24.10,19.50,19.40,18.90,18.70,19.40,19.40,19.20
392.00,43.20,43.70,23.70,24.10,19.50,19.40,19.00,18.70,19.40,19.40,19.20
393.00,43.30,43.90,23.70,24.10,19.50,19.40,19.00,18.70,19.40,19.40,19.20
394.00,43.30,44.10,23.80,24.10,19.50,19.40,19.00,18.70,19.40,19.30,19.20
395.00,43.40,44.30,23.80,24.20,19.50,19.40,19.00,18.70,19.40,19.30,19.20
396.00,43.40,44.50,23.80,24.20,19.50,19.40,19.00,18.70,19.40,19.30,19.20
397.00,43.50,44.60,23.90,24.20,19.50,19.40,19.00,18.70,19.40,19.40,19.20
398.00,43.50,44.80,23.90,24.30,19.50,19.40,19.00,18.70,19.40,19.40,19.20
399.00,43.60,44.90,23.90,24.30,19.50,19.40,19.00,18.70,19.40,19.30,19.20
400.00,43.60,45.10,24.00,24.40,19.50,19.40,19.00,18.70,19.40,19.30,19.20
401.00,43.60,45.20,24.00,24.40,19.50,19.40,18.90,18.70,19.40,19.40,19.20
402.00,43.70,45.30,24.10,24.50,19.50,19.40,18.90,18.70,19.50,19.40,19.10
403.00,43.70,45.40,24.10,24.60,19.50,19.30,18.90,18.70,19.50,19.40,19.10
404.00,43.70,45.60,24.20,24.60,19.50,19.30,18.90,18.70,19.50,19.40,19.10
405.00,43.80,45.70,24.20,24.70,19.50,19.30,18.90,18.70,19.50,19.40,19.10
406.00,43.90,45.80,24.20,24.70,19.50,19.30,18.90,18.70,19.50,19.40,19.10
407.00,44.00,45.90,24.30,24.80,19.50,19.30,18.90,18.70,19.50,19.40,19.10
408.00,44.10,46.10,24.30,24.90,19.50,19.20,18.80,18.70,19.60,19.40,19.10
409.00,44.20,46.20,24.40,25.00,19.50,19.20,18.80,18.70,19.60,19.40,19.10
410.00,44.20,46.20,24.50,25.00,19.50,19.20,18.90,18.70,19.60,19.30,19.10
411.00,44.30,46.30,24.60,25.10,19.50,19.10,18.80,18.70,19.60,19.30,19.10
412.00,44.40,46.50,24.60,25.10,19.50,19.10,18.80,18.80,19.60,19.40,19.10
413.00,44.40,46.50,24.70,25.20,19.40,19.10,18.80,18.80,19.60,19.30,19.10
414.00,44.50,46.60,24.80,25.20,19.40,19.00,18.80,18.80,19.60,19.30,19.10
415.00,44.50,46.70,24.90,25.30,19.40,19.00,18.80,18.90,19.50,19.30,19.10
416.00,44.50,46.80,25.00,25.30,19.30,18.90,18.80,19.00,19.40,19.20,19.10
417.00,44.60,47.00,25.10,25.40,19.30,18.90,18.80,19.10,19.40,19.20,19.10
418.00,44.60,47.10,25.20,25.40,19.20,18.90,18.80,19.20,19.30,19.10,19.10
419.00,44.70,47.30,25.30,25.40,19.10,18.90,18.90,19.20,19.30,19.00,19.10
420.00,44.70,47.50,25.40,25.40,19.10,18.80,18.90,19.30,19.20,18.90,19.10
421.00,44.80,47.60,25.40,25.40,19.00,18.80,19.00,19.40,19.10,18.90,19.10
422.00,44.80,47.80,25.50,25.40,18.90,18.80,19.10,19.40,19.00,18.90,19.10
423.00,44.90,48.00,25.50,25.40,18.90,18.80,19.20,19.50,18.90,18.80,19.10
424.00,45.00,48.20,25.50,25.30,18.80,18.80,19.30,19.50,18.80,18.80,19.10
425.00,45.20,48.30,25.50,25.20,18.80,18.90,19.40,19.50,18.70,18.80,19.20
426.00,45.30,48.50,25.50,25.20,18.70,18.90,19.50,19.50,18.70,18.80,19.20
427.00,45.50,48.60,25.50,25.20,18.70,19.00,19.50,19.50,18.60,18.80,19.20
428.00,45.70,48.70,25.50,25.10,18.70,19.10,19.50,19.40,18.60,18.70,19.30
429.00,46.00,48.80,25.40,25.10,18.70,19.20,19.50,19.40,18.60,18.70,19.30
430.00,46.50,48.80,25.40,25.10,18.70,19.30,19.50,19.30,18.70,18.70,19.30
431.00,46.90,48.90,25.30,25.10,18.70,19.40,19.50,19.30,18.70,18.80,19.30
432.00,47.20,48.90,25.30,25.10,18.80,19.40,19.50,19.20,18.70,18.80,19.30
433.00,47.60,48.90,25.30,25.10,18.90,19.50,19.50,19.20,18.80,18.90,19.30
434.00,47.80,48.90,25.30,25.10,19.00,19.50,19.40,19.10,18.80,19.00,19.30
435.00,48.00,48.90,25.30,25.10,19.10,19.50,19.40,19.00,18.80,19.00,19.30
436.00,48.20,48.90,25.30,25.10,19.20,19.50,19.30,18.90,18.90,19.10,19.30
437.00,48.40,48.90,25.30,25.20,19.30,19.50,19.20,18.90,19.00,19.20,19.30
438.00,48.50,48.90,25.40,25.30,19.40,19.50,19.20,18.80,19.10,19.20,19.20
439.00,48.60,48.90,25.40,25.40,19.40,19.50,19.10,18.80,19.20,19.30,19.20
440.00,48.60,48.90,25.40,25.50,19.50,19.50,19.00,18.70,19.30,19.30,19.20
441.00,48.70,48.90,25.40,25.60,19.50,19.40,19.00,18.70,19.40,19.40,19.20
442.00,48.70,49.00,25.50,25.70,19.50,19.40,18.90,18.70,19.50,19.40,19.10
443.00,48.80,49.00,25.60,25.80,19.50,19.30,18.90,18.70,19.50,19.40,19.10
444.00,48.80,49.20,25.70,25.90,19.50,19.20,18.80,18.70,19.60,19.40,19.10
445.00,48.80,49.30,25.70,26.00,19.50,19.20,18.90,18.70,19.60,19.30,19.10
446.00,48.90,49.40,25.90,26.10,19.50,19.10,18.80,18.70,19.60,19.40,19.10
447.00,48.90,49.60,26.00,26.20,19.50,19.10,18.80,18.80,19.60,19.30,19.10
448.00,48.90,49.70,26.10,26.20,19.40,19.00,18.80,18.80,19.60,19.30,19.10
449.00,49.00,49.80,26.20,26.30,19.40,19.00,18.80,18.90,19.50,19.30,19.10
450.00,49.10,50.00,26.30,26.30,19.30,18.90,18.80,19.00,19.50,19.20,19.10
451.00,49.20,50.20,26.40,26.40,19.30,18.90,18.80,19.10,19.40,19.20,19.10
452.00,49.30,50.40,26.50,26.40,19.20,18.90,18.80,19.10,19.30,19.10,19.10
453.00,49.50,50.60,26.60,26.50,19.20,18.90,18.80,19.20,19.30,19.10,19.10
454.00,49.60,50.80,26.70,26.50,19.20,18.90,18.90,19.20,19.20,19.10,19.10
455.00,49.60,51.00,26.80,26.50,19.10,18.80,18.90,19.30,19.20,19.00,19.10
456.00,49.70,51.10,26.90,26.50,19.10,18.80,19.00,19.30,19.20,18.90,19.10
457.00,49.80,51.30,26.90,26.50,19.00,18.80,19.10,19.40,19.10,18.90,19.10
458.00,49.90,51.40,27.00,26.50,18.90,18.80,19.10,19.40,19.00,18.90,19.10
459.00,50.00,51.60,27.00,26.50,18.90,18.80,19.10,19.40,18.90,18.90,19.10
460.00,50.10,51.80,27.00,26.50,18.90,18.80,19.20,19.40,18.90,18.90,19.10
461.00,50.20,51.90,27.10,26.50,18.90,18.80,19.20,19.50,18.80,18.80,19.10
462.00,50.40,52.10,27.10,26.50,18.80,18.80,19.30,19.50,18.80,18.80,19.10
463.00,50.60,52.20,27.10,26.50,18.80,18.80,19.30,19.50,18.70,18.80,19.10
464.00,50.90,52.30,27.20,26.50,18.80,18.80,19.30,19.50,18.70,18.80,19.20
465.00,51.10,52.40,27.20,26.50,18.80,18.80,19.40,19.50,18.70,18.80,19.10
466.00,51.20,52.60,27.30,26.50,18.80,18.90,19.40,19.50,18.70,18.80,19.20
467.00,51.40,52.70,27.30,26.60,18.80,18.90,19.40,19.50,18.70,18.80,19.20
468.00,51.60,52.70,27.30,26.60,18.80,18.90,19.40,19.50,18.70,18.80,19.10
469.00,51.70,52.80,27.40,26.60,18.80,18.90,19.40,19.50,18.70,18.80,19.20
470.00,51.80,52.90,27.40,26.60,18.80,18.90,19.40,19.50,18.70,18.80,19.20
471.00,52.00,53.00,27.50,26.70,18.80,18.90,19.40,19.50,18.70,18.80,19.20
472.00,52.10,53.10,27.50,26.70,18.80,18.90,19.40,19.50,18.70,18.80,19.20
473.00,52.20,53.20,27.50,26.70,18.80,18.90,19.40,19.50,18.70,18.80,19.20
474.00,52.30,53.30,27.60,26.70,18.80,19.00,19.50,19.50,18.70,18.80,19.20
475.00,52.40,53.40,27.60,26.70,18.70,19.00,19.50,19.50,18.70,18.80,19.20
476.00,52.50,53.50,27.60,26.70,18.70,19.00,19.50,19.50,18.70,18.80,19.20
477.00,52.60,53.50,27.70,26.70,18.70,19.00,19.50,19.50,18.70,18.80,19.20
478.00,52.70,53.60,27.70,26.80,18.70,19.00,19.50,19.50,18.70,18.80,19.20
479.00,52.70,53.70,27.80,26.80,18.70,19.00,19.50,19.50,18.70,18.80,19.20
480.00,52.90,53.80,27.80,26.80,18.70,19.10,19.50,19.50,18.70,18.80,19.20
481.00,52.90,53.80,27.80,26.80,18.70,19.10,19.50,19.50,18.70,18.80,19.20
482.00,53.10,53.90,27.90,26.80,18.70,19.10,19.50,19.50,18.70,18.80,19.20
483.00,53.10,54.00,27.90,26.90,18.70,19.10,19.50,19.50,18.70,18.80,19.20
484.00,53.20,54.00,28.00,26.90,18.70,19.10,19.50,19.50,18.70,18.80,19.20
485.00,53.30,54.10,28.00,26.90,18.70,19.10,19.50,19.50,18.70,18.80,19.20
486.00,53.40,54.20,28.00,26.90,18.70,19.10,19.50,19.40,18.60,18.70,19.20
487.00,53.50,54.30,28.10,26.90,18.70,19.10,19.50,19.40,18.60,18.70,19.20
488.00,53.60,54.30,28.10,27.00,18.70,19.10,19.50,19.40,18.60,18.70,19.30
489.00,53.70,54.40,28.10,27.00,18.70,19.10,19.50,19.40,18.60,18.70,19.30
490.00,53.70,54.50,28.10,27.00,18.70,19.10,19.50,19.40,18.60,18.70,19.30
491.00,53.80,54.50,28.20,27.10,18.70,19.20,19.50,19.40,18.60,18.70,19.30
492.00,53.90,54.60,28.20,27.10,18.70,19.20,19.50,19.40,18.60,18.70,19.30
493.00,53.90,54.60,28.20,27.10,18.70,19.20,19.50,19.40,18.60,18.70,19.30
494.00,54.00,54.70,28.30,27.10,18.70,19.20,19.50,19.40,18.60,18.70,19.30
495.00,54.10,54.80,28.30,27.20,18.70,19.10,19.50,19.40,18.60,18.70,19.30
496.00,54.20,54.80,28.40,27.20,18.70,19.10,19.50,19.40,18.60,18.80,19.30
497.00,54.40,54.90,28.50,27.20,18.70,19.10,19.50,19.50,18.70,18.70,19.20
498.00,54.50,55.00,28.50,27.30,18.70,19.10,19.50,19.50,18.70,18.80,19.20
499.00,54.60,55.10,28.60,27.30,18.70,19.10,19.50,19.50,18.70,18.80,19.20
500.00,54.70,55.30,28.70,27.40,18.70,19.10,19.50,19.50,18.70,18.80,19.20
501.00,54.80,55.40,28.70,27.50,18.80,19.00,19.50,19.50,18.70,18.80,19.20
502.00,54.80,55.60,28.80,27.60,18.80,18.90,19.40,19.50,18.70,18.80,19.20
503.00,54.90,55.70,28.90,27.60,18.80,18.90,19.40,19.50,18.70,18.80,19.20
504.00,54.90,55.90,29.00,27.70,18.80,18.90,19.40,19.50,18.70,18.80,19.20
505.00,54.90,56.00,29.00,27.80,18.80,18.80,19.30,19.50,18.70,18.80,19.20
506.00,55.00,56.20,29.10,27.90,18.90,18.80,19.30,19.50,18.80,18.80,19.10
507.00,55.00,56.30,29.10,28.00,18.90,18.80,19.20,19.40,18.90,18.90,19.10
508.00,55.10,56.40,29.20,28.10,18.90,18.80,19.20,19.50,19.00,18.90,19.10
509.00,55.10,56.50,29.20,28.10,19.00,18.80,19.10,19.40,19.10,18.90,19.10
510.00,55.10,56.60,29.20,28.20,19.10,18.80,19.00,19.40,19.10,18.90,19.10
511.00,55.20,56.60,29.30,28.30,19.10,18.80,18.90,19.30,19.20,19.00,19.10
512.00,55.20,56.70,29.30,28.40,19.10,18.90,18.90,19.30,19.20,19.00,19.10
513.00,55.30,56.80,29.30,28.40,19.20,18.90,18.90,19.30,19.30,19.10,19.10
514.00,55.40,56.90,29.30,28.50,19.20,18.90,18.80,19.20,19.30,19.10,19.10
515.00,55.50,57.00,29.30,28.50,19.30,18.90,18.80,19.10,19.40,19.20,19.10
516.00,55.60,57.10,29.30,28.50,19.40,18.90,18.80,19.00,19.40,19.20,19.10
517.00,55.70,57.20,29.30,28.50,19.40,19.00,18.80,18.90,19.50,19.30,19.10
518.00,55.80,57.30,29.20,28.60,19.40,19.10,18.80,18.90,19.50,19.30,19.10
519.00,55.90,57.40,29.20,28.60,19.50,19.10,18.80,18.80,19.60,19.30,19.10
520.00,56.00,57.60,29.10,28.60,19.60,19.10,18.80,18.70,19.60,19.40,19.10
521.00,56.20,57.70,29.10,28.60,19.60,19.20,18.80,18.70,19.60,19.40,19.10
522.00,56.30,57.80,29.10,28.50,19.50,19.30,18.90,18.70,19.60,19.40,19.10
523.00,56.40,58.00,29.10,28.50,19.60,19.30,18.90,18.70,19.50,19.40,19.10
524.00,56.60,58.10,29.10,28.40,19.60,19.40,18.90,18.70,19.50,19.40,19.10
525.00,56.70,58.20,29.10,28.40,19.60,19.50,19.00,18.70,19.40,19.40,19.20
526.00,56.90,58.40,29.20,28.30,19.50,19.50,19.10,18.70,19.30,19.40,19.20
527.00,56.90,58.60,29.20,28.30,19.50,19.50,19.10,18.80,19.20,19.30,19.20
528.00,57.10,58.70,29.30,28.20,19.40,19.60,19.20,18.80,19.10,19.30,19.30
529.00,57.20,58.90,29.40,28.20,19.30,19.60,19.30,18.90,18.90,19.20,19.20
530.00,57.30,59.10,29.40,28.20,19.20,19.60,19.30,18.90,18.90,19.10,19.30
531.00,57.30,59.20,29.50,28.20,19.10,19.60,19.40,19.10,18.80,19.00,19.30
532.00,57.40,59.40,29.60,28.30,19.00,19.60,19.50,19.10,18.80,18.90,19.30
533.00,57.40,59.50,29.70,28.40,18.90,19.50,19.50,19.20,18.70,18.80,19.30
534.00,57.40,59.60,29.80,28.50,18.80,19.40,19.50,19.30,18.70,18.80,19.30
535.00,57.40,59.80,30.00,28.50,18.80,19.30,19.50,19.30,18.70,18.70,19.30
536.00,57.40,59.90,30.10,28.60,18.70,19.30,19.50,19.40,18.60,18.70,19.30
537.00,57.40,59.90,30.20,28.60,18.70,19.20,19.50,19.40,18.60,18.70,19.30
538.00,57.30,60.00,30.30,28.70,18.70,19.10,19.50,19.50,18.70,18.80,19.20
539.00,57.30,60.10,30.40,28.80,18.80,19.10,19.50,19.50,18.70,18.80,19.20
540.00,57.40,60.10,30.40,28.90,18.80,18.90,19.40,19.50,18.70,18.80,19.20
541.00,57.40,60.20,30.50,29.00,18.80,18.90,19.40,19.50,18.70,18.80,19.20
542.00,57.50,60.20,30.60,29.10,18.90,18.80,19.30,19.50,18.80,18.80,19.10
543.00,57.60,60.20,30.70,29.20,18.90,18.80,19.20,19.50,18.80,18.80,19.10
544.00,57.70,60.20,30.70,29.30,18.90,18.80,19.20,19.50,18.90,18.90,19.10
545.00,57.80,60.20,30.70,29.40,19.00,18.80,19.10,19.40,19.00,18.90,19.10
546.00,57.90,60.20,30.80,29.50,19.10,18.80,19.10,19.40,19.10,18.90,19.10
547.00,58.00,60.20,30.80,29.60,19.10,18.90,19.00,19.30,19.20,19.00,19.10
548.00,58.20,60.20,30.80,29.60,19.20,18.90,18.90,19.30,19.20,19.10,19.10
549.00,58.40,60.20,30.90,29.70,19.30,18.90,18.80,19.20,19.30,19.10,19.10
550.00,58.60,60.20,30.80,29.70,19.30,18.90,18.80,19.20,19.40,19.20,19.10
551.00,58.80,60.20,30.80,29.80,19.40,18.90,18.80,19.10,19.40,19.20,19.10
552.00,58.90,60.30,30.80,29.80,19.40,19.00,18.80,19.00,19.50,19.30,19.10
553.00,59.10,60.40,30.80,29.80,19.40,19.00,18.80,18.90,19.50,19.30,19.10
554.00,59.20,60.40,30.80,29.80,19.50,19.10,18.80,18.80,19.50,19.30,19.10
555.00,59.40,60.60,30.80,29.80,19.50,19.10,18.80,18.80,19.60,19.40,19.10
556.00,59.50,60.80,30.80,29.80,19.60,19.10,18.80,18.70,19.60,19.40,19.10
557.00,59.70,61.00,30.80,29.80,19.60,19.20,18.80,18.70,19.60,19.40,19.10
558.00,59.80,61.20,30.80,29.80,19.60,19.20,18.80,18.70,19.60,19.40,19.10
559.00,59.90,61.40,30.80,29.90,19.60,19.30,18.80,18.70,19.60,19.40,19.10
560.00,60.00,61.50,30.80,29.90,19.60,19.30,18.90,18.70,19.60,19.40,19.10
561.00,60.10,61.70,30.80,29.90,19.60,19.30,18.90,18.70,19.60,19.40,19.10
562.00,60.20,61.90,30.90,29.90,19.60,19.30,18.90,18.70,19.60,19.40,19.10
563.00,60.30,62.00,30.90,29.90,19.60,19.30,18.90,18.70,19.50,19.40,19.20
564.00,60.40,62.20,31.00,29.90,19.60,19.40,18.90,18.70,19.50,19.40,19.10
565.00,60.40,62.30,31.00,29.90,19.60,19.40,18.90,18.70,19.50,19.40,19.10
566.00,60.50,62.50,31.10,29.90,19.60,19.40,18.90,18.70,19.50,19.40,19.10
567.00,60.70,62.60,31.10,29.90,19.60,19.40,18.90,18.70,19.50,19.40,19.20
568.00,60.80,62.70,31.20,30.00,19.60,19.40,18.90,18.70,19.50,19.40,19.20
569.00,60.80,62.90,31.20,30.00,19.60,19.40,18.90,18.70,19.40,19.40,19.20
570.00,60.90,63.00,31.30,30.00,19.60,19.50,19.00,18.70,19.40,19.40,19.20
571.00,61.00,63.10,31.30,30.00,19.60,19.50,19.00,18.70,19.40,19.40,19.20
572.00,61.00,63.30,31.40,30.00,19.60,19.50,19.00,18.70,19.40,19.40,19.20
573.00,61.10,63.40,31.40,30.10,19.60,19.50,19.00,18.70,19.40,19.40,19.20
574.00,61.20,63.50,31.50,30.10,19.60,19.50,19.00,18.70,19.40,19.40,19.20
575.00,61.20,63.60,31.50,30.10,19.60,19.50,19.00,18.70,19.40,19.40,19.20
576.00,61.30,63.70,31.50,30.20,19.60,19.50,19.00,18.70,19.40,19.40,19.20
577.00,61.30,63.80,31.60,30.20,19.60,19.50,19.00,18.70,19.40,19.40,19.20
578.00,61.40,63.90,31.60,30.30,19.60,19.50,19.00,18.70,19.40,19.40,19.20
579.00,61.40,64.00,31.70,30.30,19.60,19.50,19.00,18.70,19.40,19.40,19.20
580.00,61.40,64.10,31.70,30.40,19.60,19.50,19.00,18.70,19.40,19.40,19.20
